Feature1,Feature2,Label
-7.947247620533864,-7.02248907829724,2
-2.2493148288043265,9.796108999975631,0
-9.601586913178528,5.518640814834184,3
-8.42489285341231,9.20031872805677,3
4.164933525067145,1.31984045136702,1
4.997666196576384,2.5339542103089663,1
4.4317565858708265,1.4801687492818991,1
-1.7181656760097033,8.104898673403582,0
-3.348415146275389,8.705073752347108,0
-2.267235351486716,7.101005883540523,0
-2.1655793334842888,7.251245972835587,0
-2.2587047727068734,9.360734337695297,0
-4.726444733639713,-7.647457156163997,2
-10.236895330455152,7.886492152189274,3
5.326139026602615,0.36045381275108035,1
-3.2924509153889874,8.692224611992646,0
-3.317691225945938,8.512529084613785,0
-2.4416694183648264,7.589537941984865,0
-2.5226948477906843,7.956575199242421,0
4.838938531801571,1.3729528067819374,1
-9.875573910962467,7.133184237415095,3
-8.592761720242148,-5.526237219110534,2
-10.709119677661866,6.972009431457394,3
-7.885644572650972,-8.094298206063678,2
-6.360280676910098,-5.347370680273369,2
-6.655534709340853,-6.867517192494152,2
-1.106403312116651,7.612435065406041,0
-8.261770793580244,7.63477307004224,3
-6.547313179171678,-7.6285961298325,2
-8.966245348116777,6.367982474898278,3
-8.224161056592585,8.081030625546008,3
-3.186119623358709,9.62596241703919,0
-7.800787812378111,6.813506516643956,3
-7.409884809523711,-7.672982425538291,2
5.722930079403378,3.0269717359756347,1
-4.4279688383517914,8.987772252749105,0
-2.4174368465172478,7.026717213597429,0
-4.234115455565783,8.45199859895735,0
-3.9877196134201776,8.294441919803614,0
5.144866115208559,2.8389248781108534,1
4.387310684834941,0.7253865019758825,1
-9.108202691929382,6.344759199716396,3
-2.5040841664102893,8.779698994823175,0
-7.393494108487964,-7.939323115164898,2
-2.978672008987702,9.556846171784287,0
4.394490720225231,1.2194335195832424,1
-4.818879266269283,-5.124768750832742,2
-2.422150554814579,8.715278777732454,0
3.120508870274088,1.4889356110744807,1
3.9245751269681333,2.652767432875408,1
5.452740955067061,2.602798525864344,1
4.916569635558121,2.8003529329767556,1
-5.601962295362846,-7.471680982111777,2
-3.189222344631241,9.246539825359324,0
-3.417221698573961,7.60198242686303,0
-6.873602623719621,7.3587864674704315,3
4.920870703963134,1.3504701641201382,1
-8.413741361886892,-5.602432771377438,2
-2.2130773459881743,9.275341400378212,0
3.439582429172325,1.6386684480997835,1
-6.89814032714366,-7.168768232196085,2
-9.368828904246538,6.747704674854023,3
-8.199735297858636,5.662002853229743,3
3.7560214000269685,2.12689478988626,1
-5.128942727142494,9.836188632573545,0
-9.713946010020768,5.940723184534367,3
-5.328475215628747,-6.764434958983088,2
-7.637113834472066,6.9154475424771515,3
4.698087554674101,0.8301993861101089,1
-7.967203053204318,6.997499383330862,3
-7.350665496769593,-6.648059655918311,2
-2.4489674131117236,11.477528240683608,0
-1.9872560574358524,9.311270801431508,0
-1.6956804056830803,7.7834218117643665,0
-1.3663748085377296,9.766219160885095,0
-3.4286218572865534,10.564220533215861,0
-7.719349033332046,-7.479502238719968,2
4.19336388416108,2.8295684782642043,1
3.6583701851801504,2.435273158204003,1
-6.855117016892327,-6.382111302030497,2
-6.007306554430592,-6.696767587537595,2
4.375222002990145,4.693338850530351,1
6.762035033240735,3.005634944491879,1
-6.255507374099115,-6.251764084011667,2
-8.751737969163111,7.167845680106623,3
-3.053580347577933,9.125208717908187,0
-9.500951515581857,7.894121584091862,3
6.272290140159736,0.5430283059800993,1
5.210769346921269,3.108735324121331,1
-11.309972256763299,6.526627660028226,3
-6.555460838662828,-7.0102526476436315,2
-1.0435488541311961,8.788509827711787,0
1.3986114961590288,0.9487820426064422,1
4.199834349531118,2.1039102612268232,1
-6.942306288424442,-5.924967272774708,2
-5.251011645579978,-8.260211051490838,2
-7.705124387943782,-7.20149543492894,2
-10.444774076893584,7.526986551365926,3
3.909512204510965,2.189628273522707,1
-8.199860398171912,-5.048650827421593,2
-6.898643399053959,-7.8826389579137555,2
6.783822925553427,2.607088706258743,1
3.66519716600078,2.760254287683184,1
-8.656461501577516,7.571743501799039,3
-1.7707310430573397,9.185654409388292,0
-2.6248459054409907,8.713182432609033,0
-7.701847586717702,-6.636422381784034,2
4.050514079283889,2.8227717809617565,1
-1.6966718006585522,10.370526156769145,0
-6.568719625553266,-5.404753376326394,2
-7.865353237486814,-6.376063077758102,2
-9.484900640878537,6.241974911884308,3
-6.782631226158552,-6.284952567839033,2
-2.147561598005116,8.369166373593197,0
-2.409546257965109,8.510810474082122,0
-7.844550651731375,-6.194058133277507,2
-5.428483583356228,-5.92083876719074,2
3.378994881893056,2.891031630995508,1
-8.789806128691183,6.492572799087665,3
-5.377270139055242,-6.806014812856171,2
-8.205545890529725,9.594215773303098,3
-8.261255629455471,7.1204775294557106,3
-3.746148333930832,7.693829515114045,0
-9.113379453787655,5.021601750763118,3
-8.008922175452522,5.1123876064908185,3
-9.003522915461076,-7.405864614956708,2
-9.594678501920313,5.901269205901029,3
-8.184096691656123,-6.210437044445908,2
4.652880728106008,3.426703761098049,1
3.847358097795401,1.858433242473833,1
-9.282621016712122,7.700823408543555,3
-7.151186121563446,8.205162672448154,3
4.324609591587755,2.7321389044339996,1
4.562777126813997,2.314321658757376,1
5.4619389962225915,3.869962666594679,1
-7.912150209104369,9.232939555968834,3
-2.8519121395795195,8.212008858976702,0
-8.062885703817045,-8.919341771036047,2
4.685450676131915,1.3215693363349148,1
-6.197674219856307,-7.190376349869402,2
-9.49016386443817,7.370921586815117,3
4.618977242263953,2.090497067249514,1
-7.193360043134726,7.074486875942325,3
-8.904407555283328,6.112506715736247,3
-8.548552899739597,9.398923714144143,3
-6.55690863081318,-7.707340536828269,2
-5.7215163176512025,-6.088446899313011,2
5.2655461839931075,1.1160121275244494,1
-7.315203679366353,7.862432959183362,3
-8.474054849945638,-7.479484616229719,2
-6.189483199440158,-7.281330065161783,2
-6.874383491433087,-6.833128999511205,2
-8.578605254914528,6.419206290394294,3
-6.332529809981232,-7.08230224570984,2
-8.467181883264702,6.719537728782883,3
-6.988387339608128,-6.478397871177005,2
-9.43072168087488,6.459532145818887,3
6.95453740290161,0.10590449134898394,1
-4.689824257933598,-7.688407878631098,2
-8.511400382871848,7.104422386689839,3
3.7129483646500185,1.913644327878932,1
-3.837383671951181,9.211147364067445,0
-10.316914002415851,8.467276958705632,3
-2.216125149754069,8.299934710171954,0
4.41641605090225,2.687170178032824,1
-1.4781981005567992,9.94556624731452,0
-8.760959448988393,6.462238714170439,3
-4.059861054118883,9.08284910300435,0
-6.05421084216324,-6.066599957275308,2
3.9780923714597134,2.825603018736956,1
-6.759331559439371,-6.365670759217197,2
4.70968092121812,1.5878560870789717,1
5.387172441351363,2.583539949374197,1
-2.7015585878338726,9.315833470531935,0
-0.9299848075453587,9.78172085735123,0
-6.781951092602438,-7.653119377131413,2
4.167946970438668,3.062120280908098,1
5.154914103436761,2.486955634852941,1
-8.738995451206785,8.074910038870492,3
-7.83203494742157,6.746631045975555,3
-7.149034025595828,-6.1625673374799845,2
-3.6155325970587784,7.818079504117651,0
-0.62301172184222,9.18886394103016,0
3.7930851181596963,0.45832245925486736,1
3.8670536216905296,1.7363510772007231,1
5.08369826437433,2.7478037373700688,1
6.081152125294217,0.5373075327612926,1
-8.327711532648594,-8.287573367652502,2
-8.499831349141596,6.908235001597902,3
4.7041588553235645,0.8954249060114259,1
-6.234251241566122,-5.511478035743598,2
5.593880599721304,2.62456093524653,1
4.488093741192518,2.5614868904253085,1
-6.4955617422119625,-6.912804341370039,2
-2.185113653657955,8.629203847782005,0
-7.329692662630514,-6.257259660928447,2
5.803042588383061,1.983402744960319,1
-2.728869510890262,9.371398699710069,0
-9.07727580350242,6.415959253457105,3
-3.6601912004750528,9.389984146543993,0
3.8108838253060293,1.4129886437437624,1
-4.116680857613978,9.198919986730626,0
-8.819909377446459,8.999960227773986,3
-7.96872183653035,8.679160774303654,3
